,MARKET_TYPE,USER_TYPE,PRICE,AREA,ROOMS_NUM,BUILD_YEAR,FLOOR_NUMBER,BUILDING_FLOORS_NUM,BUILDING_MATERIAL,BUILDING_OWNERSHIP,BUILDING_TYPE,CONSTRUCTION_STATUS,EXTRAS_TYPES,WINDOWS_TYPE,HEATING,SECURITY_TYPES,PRICE_PER_M2,DISTANCE_FROM_CITY_CENTER_KM,RESIDENTIAL_AREA,DISTRICT
1992,secondary,private,450000.0,46.7,3,,floor_9,10.0,unknown,co_operative_ownership,block,to_renovation,"balcony, basement, lift",plastic,urban,entryphone,9635.97,3.87,Grabiszyn-Grabiszynek,Fabryczna
1993,secondary,agency,729000.0,95.0,5,1930.0,ground_floor,4.0,unknown,full_ownership,unknown,ready_to_use,"basement, two_storey",plastic,unknown,0,7673.68,1.98,Plac Grunwaldzki,Śródmieście
1994,secondary,agency,689000.0,60.0,4,,floor_7,10.0,unknown,full_ownership,block,ready_to_use,"balcony, basement, lift",plastic,urban,"anti_burglary_door, entryphone",11483.33,2.4,Ołbin,Śródmieście
1995,secondary,agency,419999.0,42.97,2,,floor_6,10.0,unknown,full_ownership,unknown,unknown,"balcony, basement, garage, lift",unknown,unknown,0,9774.24,2.14,Powstańców Śląskich,Krzyki
1996,secondary,agency,587999.0,42.05,2,2019.0,floor_2,8.0,unknown,unknown,unknown,unknown,"balcony, garage, lift, terrace",unknown,unknown,0,13983.33,2.1,Kleczków,Psie Pole
1997,primary,agency,1189358.0,72.13,3,,floor_8,11.0,unknown,unknown,unknown,unknown,"balcony, garage, garden, lift, terrace",unknown,unknown,0,16489.09,1.58,Powstańców Śląskich,Krzyki
1998,primary,agency,476017.0,47.38,3,2023.0,floor_5,5.0,brick,full_ownership,block,to_completion,"balcony, garage, lift, usable_room",plastic,urban,"anti_burglary_door, closed_area, entryphone",10046.79,5.04,Jagodno,Krzyki
1999,primary,agency,413363.0,43.23,2,2023.0,floor_1,4.0,brick,full_ownership,block,to_completion,"balcony, garage, lift, usable_room",plastic,urban,"anti_burglary_door, closed_area, entryphone",9561.95,5.06,Jagodno,Krzyki
2000,secondary,agency,720000.0,73.58,4,2018.0,ground_floor,4.0,silikat,full_ownership,block,ready_to_use,"garage, garden, lift, terrace",unknown,urban,monitoring,9785.27,5.59,Sołtysowice,Psie Pole
2001,secondary,agency,500000.0,44.1,2,2015.0,floor_3,4.0,unknown,full_ownership,block,ready_to_use,"balcony, lift",unknown,boiler_room,"anti_burglary_door, closed_area, entryphone",11337.87,3.24,Muchobór Mały,Fabryczna
2002,secondary,agency,611750.0,48.94,1,,floor_3,4.0,brick,full_ownership,tenement,to_renovation,"basement, separate_kitchen",plastic,gas,0,12500.0,0.28,Stare Miasto,Stare Miasto
2003,primary,agency,529000.0,52.0,3,2023.0,floor_3,9.0,unknown,full_ownership,block,to_completion,"balcony, garage, lift, terrace",plastic,urban,alarm,10173.08,4.98,Nowy Dwór,Fabryczna
2004,primary,agency,682000.0,71.0,4,2023.0,floor_5,8.0,unknown,full_ownership,block,to_completion,"balcony, garage, lift",plastic,urban,alarm,9605.63,4.98,Nowy Dwór,Fabryczna
2005,secondary,agency,700000.0,100.0,4,,floor_2,4.0,brick,full_ownership,tenement,to_renovation,"balcony, basement, separate_kitchen",wooden,electrical,entryphone,7000.0,1.85,Ołbin,Śródmieście
2006,primary,agency,993767.0,101.55,4,2024.0,floor_1,1.0,breezeblock,full_ownership,ribbon,to_completion,"air_conditioning, balcony, basement, garage, usable_room",plastic,urban,"alarm, anti_burglary_door, closed_area, entryphone, monitoring",9785.99,3.76,Tarnogaj,Krzyki
2007,primary,agency,948996.0,51.96,2,,floor_3,7.0,unknown,unknown,unknown,unknown,lift,unknown,unknown,0,18263.97,1.24,Stare Miasto,Stare Miasto
2008,primary,agency,1335370.0,81.0,4,,floor_8,11.0,unknown,unknown,unknown,unknown,"balcony, garage, garden, lift, terrace",unknown,unknown,0,16486.05,1.58,Powstańców Śląskich,Krzyki
2009,secondary,agency,944820.0,114.0,3,,floor_4,5.0,brick,unknown,tenement,ready_to_use,basement,plastic,other,entryphone,8287.89,1.5,Przedmieście Oławskie,Krzyki
2010,secondary,agency,475000.0,55.9,3,1979.0,floor_1,4.0,unknown,co_operative_ownership,block,to_renovation,"balcony, basement, separate_kitchen",unknown,urban,0,8497.32,5.14,Gądów-Popowice Południowe,Fabryczna
2011,primary,agency,500525.0,59.29,4,2023.0,floor_3,5.0,breezeblock,full_ownership,apartment,to_completion,"air_conditioning, balcony, basement, garage, lift, usable_room",plastic,urban,"alarm, anti_burglary_door, closed_area, entryphone, monitoring",8441.98,3.76,Tarnogaj,Krzyki
2012,secondary,agency,485000.0,54.1,3,1976.0,floor_9,10.0,concrete_plate,co_operative_ownership_with_a_land_and_mortgage_registe,block,ready_to_use,"balcony, basement, lift, usable_room",unknown,urban,0,8964.88,3.73,Osobowice-Rędzin,Psie Pole
2013,primary,agency,378331.0,41.74,2,2023.0,floor_4,5.0,breezeblock,full_ownership,apartment,to_completion,"air_conditioning, balcony, basement, garage, lift, usable_room",plastic,urban,"alarm, anti_burglary_door, closed_area, entryphone, monitoring",9063.99,3.76,Tarnogaj,Krzyki
2014,primary,agency,537518.0,48.1,2,2023.0,floor_2,4.0,unknown,unknown,apartment,to_completion,"balcony, basement, garage, lift",plastic,urban,0,11175.01,3.44,Zacisze-Zalesie-Szczytniki,Śródmieście
2015,primary,agency,503880.0,44.2,2,2023.0,floor_2,4.0,unknown,unknown,apartment,to_completion,"balcony, basement, garage, lift",plastic,urban,0,11400.0,3.44,Zacisze-Zalesie-Szczytniki,Śródmieście
2016,primary,agency,355221.0,31.91,2,2023.0,floor_1,5.0,breezeblock,full_ownership,apartment,to_completion,"air_conditioning, balcony, basement, garage, lift, usable_room",plastic,urban,"alarm, anti_burglary_door, closed_area, entryphone, monitoring",11131.96,3.76,Tarnogaj,Krzyki
2017,primary,agency,511815.0,44.7,2,2023.0,floor_2,4.0,unknown,unknown,apartment,to_completion,"balcony, basement, garage, lift",plastic,urban,0,11450.0,3.44,Zacisze-Zalesie-Szczytniki,Śródmieście
2018,primary,agency,472150.0,39.0,2,2023.0,floor_3,4.0,unknown,unknown,apartment,to_completion,"balcony, basement, garage, lift",plastic,urban,0,12106.41,3.44,Zacisze-Zalesie-Szczytniki,Śródmieście
2019,primary,agency,373665.0,39.84,2,2023.0,floor_3,5.0,unknown,full_ownership,unknown,unknown,"balcony, garage, lift, separate_kitchen",plastic,urban,entryphone,9379.14,5.89,Jagodno,Krzyki
2020,primary,agency,373073.0,41.1,2,2023.0,floor_1,4.0,unknown,full_ownership,unknown,unknown,"balcony, garage, lift, separate_kitchen",plastic,urban,entryphone,9077.2,6.04,Jagodno,Krzyki
2021,secondary,agency,525000.0,49.1,2,1992.0,floor_2,6.0,unknown,co_operative_ownership,infill,unknown,"balcony, basement, lift",plastic,urban,entryphone,10692.46,1.82,Nadodrze,Śródmieście
2022,secondary,agency,535000.0,50.53,2,2016.0,ground_floor,4.0,silikat,full_ownership,apartment,ready_to_use,"garden, lift, terrace",plastic,urban,"closed_area, entryphone, roller_shutters",10587.77,1.28,Przedmieście Świdnickie,Stare Miasto
2023,secondary,agency,511000.0,48.2,2,1950.0,floor_3,5.0,brick,full_ownership,unknown,ready_to_use,"basement, separate_kitchen",unknown,urban,0,10601.66,0.91,Stare Miasto,Stare Miasto
2024,secondary,agency,599900.0,48.01,2,1975.0,floor_higher_10,15.0,concrete_plate,full_ownership,block,ready_to_use,"balcony, basement, lift, separate_kitchen",unknown,urban,0,12495.31,2.22,Ołbin,Śródmieście
2025,secondary,agency,511990.0,53.7,3,1983.0,floor_8,10.0,concrete_plate,co_operative_ownership,block,ready_to_use,"balcony, basement, lift, separate_kitchen",unknown,urban,0,9534.26,3.46,Gaj,Krzyki
2026,secondary,agency,375000.0,36.0,1,1925.0,floor_3,4.0,brick,full_ownership,tenement,unknown,"balcony, basement, separate_kitchen",plastic,electrical,0,10416.67,1.78,Ołbin,Śródmieście
2027,primary,agency,824200.0,63.4,3,2023.0,floor_4,7.0,unknown,unknown,unknown,unknown,"balcony, garage, lift",plastic,unknown,alarm,13000.0,2.36,Ołbin,Śródmieście
2028,primary,agency,616280.0,49.7,2,2023.0,floor_2,7.0,unknown,unknown,unknown,unknown,"balcony, garage, lift",plastic,unknown,alarm,12400.0,2.36,Ołbin,Śródmieście
2029,primary,agency,689000.0,53.0,2,2023.0,floor_2,7.0,unknown,unknown,unknown,unknown,"balcony, garage, lift",plastic,unknown,alarm,13000.0,2.36,Ołbin,Śródmieście
2030,primary,agency,968000.0,86.5,4,2023.0,floor_4,7.0,unknown,unknown,unknown,unknown,"balcony, garage, lift",plastic,unknown,alarm,11190.75,2.36,Ołbin,Śródmieście
2031,secondary,agency,610000.0,61.5,3,1994.0,floor_1,4.0,concrete_plate,co_operative_ownership,block,unknown,terrace,wooden,unknown,0,9918.7,5.15,Gądów-Popowice Południowe,Fabryczna
2032,primary,agency,1110120.0,84.0,3,2023.0,floor_7,7.0,unknown,unknown,apartment,unknown,"balcony, lift",plastic,urban,alarm,13215.71,2.48,Ołbin,Śródmieście
2033,primary,agency,564200.0,45.0,2,2023.0,floor_2,7.0,unknown,unknown,apartment,unknown,"balcony, lift",plastic,urban,alarm,12537.78,2.48,Ołbin,Śródmieście
2034,primary,agency,529800.0,60.53,3,2022.0,floor_4,4.0,unknown,unknown,block,unknown,"garage, lift, terrace",plastic,urban,0,8752.68,9.24,Psie Pole-Zawidawie,Psie Pole
2035,primary,agency,633000.0,69.66,3,2022.0,floor_1,4.0,unknown,unknown,block,unknown,"balcony, garage, lift",plastic,urban,0,9086.99,6.3,Kuźniki,Fabryczna
2036,primary,agency,379000.0,37.06,2,2022.0,floor_2,5.0,unknown,unknown,block,unknown,"balcony, lift",plastic,urban,0,10226.66,9.07,Psie Pole-Zawidawie,Psie Pole
2037,secondary,agency,660000.0,84.7,3,2017.0,floor_1,3.0,reinforced_concrete,full_ownership,block,ready_to_use,lift,plastic,urban,closed_area,7792.21,5.87,Polanowice-Poświętne-Ligota,Psie Pole
2038,primary,agency,843000.0,74.15,4,2022.0,floor_1,9.0,unknown,full_ownership,block,to_completion,"balcony, garage, lift",plastic,urban,0,11368.85,1.92,Szczepin,Stare Miasto
2039,primary,agency,639000.0,61.0,3,2023.0,floor_5,5.0,unknown,full_ownership,block,to_completion,"balcony, garage, lift, terrace, usable_room",plastic,urban,0,10475.41,5.76,Krzyki-Partynice,Krzyki
2040,primary,agency,470000.0,36.3,2,2023.0,floor_1,6.0,unknown,full_ownership,apartment,to_completion,"balcony, garage, lift",plastic,urban,monitoring,12947.66,2.52,Ołbin,Śródmieście
2041,secondary,agency,695000.0,80.1,3,2017.0,floor_1,3.0,unknown,unknown,block,unknown,0,unknown,urban,0,8676.65,4.88,Polanowice-Poświętne-Ligota,Psie Pole
2042,secondary,agency,398000.0,43.0,2,1930.0,floor_4,5.0,unknown,full_ownership,tenement,ready_to_use,"basement, separate_kitchen",plastic,gas,entryphone,9255.81,3.44,Zacisze-Zalesie-Szczytniki,Śródmieście
2043,secondary,private,1149000.0,85.0,3,2022.0,floor_1,2.0,cellular_concrete,full_ownership,apartment,ready_to_use,"air_conditioning, balcony, garage, lift, terrace, two_storey, usable_room",plastic,urban,"anti_burglary_door, closed_area, entryphone, monitoring, roller_shutters",13517.65,6.91,Muchobór Wielki,Fabryczna
2044,secondary,agency,358999.0,39.36,2,1982.0,floor_2,4.0,unknown,unknown,block,ready_to_use,"basement, usable_room",unknown,urban,0,9120.91,0.91,Stare Miasto,Stare Miasto
2045,primary,agency,406678.0,42.03,2,2022.0,floor_1,1.0,unknown,unknown,unknown,ready_to_use,garage,unknown,gas,0,9675.9,4.03,Kleczków,Psie Pole
2046,secondary,private,449000.0,52.9,2,1985.0,floor_4,10.0,concrete_plate,full_ownership,block,to_renovation,"balcony, basement, lift, separate_kitchen",plastic,urban,0,8487.71,3.47,Gaj,Krzyki
2047,secondary,private,415000.0,53.6,3,1985.0,floor_2,2.0,concrete,full_ownership,block,to_renovation,"balcony, basement, separate_kitchen",wooden,urban,0,7742.54,6.09,Kuźniki,Fabryczna
2048,primary,agency,435318.0,44.44,2,,floor_2,2.0,unknown,unknown,unknown,unknown,0,unknown,unknown,0,9795.63,9.29,Swojczyce-Strachocin-Wojnów,Psie Pole
2049,primary,agency,676801.0,60.66,3,,floor_3,3.0,unknown,unknown,unknown,unknown,"balcony, garage, lift, terrace",unknown,unknown,0,11157.29,6.25,Swojczyce-Strachocin-Wojnów,Psie Pole
2050,primary,agency,520058.0,55.94,3,,floor_2,2.0,unknown,unknown,unknown,unknown,0,unknown,unknown,0,9296.71,9.29,Swojczyce-Strachocin-Wojnów,Psie Pole
2051,primary,agency,476039.0,39.08,2,,floor_2,3.0,unknown,unknown,unknown,unknown,"balcony, garage, lift, terrace",unknown,unknown,0,12181.14,6.25,Swojczyce-Strachocin-Wojnów,Psie Pole
2052,primary,agency,633082.0,74.5,3,,ground_floor,2.0,unknown,unknown,block,unknown,garden,unknown,unknown,entryphone,8497.74,9.29,Swojczyce-Strachocin-Wojnów,Psie Pole
2053,primary,agency,584818.0,52.06,3,,floor_3,3.0,unknown,unknown,unknown,unknown,"balcony, garage, lift, terrace",unknown,unknown,0,11233.54,6.25,Swojczyce-Strachocin-Wojnów,Psie Pole
2054,primary,developer,602693.0,66.23,4,2023.0,floor_3,5.0,silikat,unknown,block,unknown,"balcony, garage, lift, usable_room",plastic,urban,"anti_burglary_door, entryphone",9100.0,4.84,Polanowice-Poświętne-Ligota,Psie Pole
2055,secondary,agency,510000.0,38.0,2,,floor_2,4.0,brick,full_ownership,block,ready_to_use,basement,plastic,urban,"closed_area, entryphone",13421.05,0.47,Nadodrze,Śródmieście
2056,primary,agency,472900.0,27.4,1,2024.0,floor_2,6.0,unknown,full_ownership,apartment,to_completion,"balcony, garage, lift",unknown,urban,monitoring,17259.12,1.76,Ołbin,Śródmieście
2057,primary,developer,611248.0,69.46,4,2023.0,floor_4,5.0,silikat,unknown,block,unknown,"balcony, garage, lift, usable_room",plastic,urban,"anti_burglary_door, entryphone",8800.0,4.84,Polanowice-Poświętne-Ligota,Psie Pole
2058,primary,agency,763032.0,98.75,4,,floor_1,2.0,unknown,full_ownership,house,to_completion,"balcony, lift",unknown,urban,"anti_burglary_door, closed_area, entryphone, monitoring",7726.91,7.95,Lipa Piotrowska,Psie Pole
2059,secondary,agency,519000.0,50.0,2,2011.0,floor_3,3.0,unknown,full_ownership,block,ready_to_use,"balcony, basement, separate_kitchen",unknown,gas,monitoring,10380.0,6.39,Jagodno,Krzyki
2060,secondary,agency,299999.0,25.7,1,1968.0,floor_3,10.0,unknown,unknown,block,unknown,"basement, lift",unknown,urban,entryphone,11673.11,2.34,Powstańców Śląskich,Krzyki
2061,primary,agency,749282.0,57.37,3,,floor_5,10.0,unknown,unknown,unknown,unknown,"balcony, garage, lift, terrace",unknown,unknown,0,13060.52,4.12,Grabiszyn-Grabiszynek,Fabryczna
2062,primary,agency,742651.0,57.37,3,,floor_4,10.0,unknown,unknown,unknown,unknown,"garage, lift",unknown,unknown,0,12944.94,4.12,Grabiszyn-Grabiszynek,Fabryczna
2063,primary,agency,819773.0,62.22,3,,floor_3,10.0,unknown,unknown,unknown,unknown,"balcony, garage, lift, terrace",unknown,unknown,0,13175.39,4.12,Grabiszyn-Grabiszynek,Fabryczna
2064,primary,agency,610508.0,47.58,2,,floor_2,10.0,unknown,unknown,unknown,unknown,"garage, lift",unknown,unknown,0,12831.19,4.12,Grabiszyn-Grabiszynek,Fabryczna
2065,primary,agency,716128.0,57.37,3,,floor_2,10.0,unknown,unknown,unknown,unknown,"balcony, garage, lift, terrace",unknown,unknown,0,12482.62,4.12,Grabiszyn-Grabiszynek,Fabryczna
2066,primary,agency,709497.0,57.37,3,,floor_1,10.0,unknown,unknown,unknown,unknown,"garage, lift",unknown,unknown,0,12367.04,4.12,Grabiszyn-Grabiszynek,Fabryczna
2067,primary,agency,554562.0,42.83,2,,floor_1,10.0,unknown,unknown,unknown,unknown,"balcony, garage, lift, terrace",unknown,unknown,0,12947.98,4.12,Grabiszyn-Grabiszynek,Fabryczna
2068,secondary,agency,495000.0,42.0,2,1986.0,floor_6,10.0,brick,full_ownership,block,ready_to_use,"basement, garage, lift",plastic,urban,"entryphone, monitoring",11785.71,2.79,Huby,Krzyki
2069,secondary,agency,330000.0,34.3,1,1990.0,floor_9,10.0,unknown,full_ownership,block,to_renovation,"balcony, basement, lift",wooden,urban,entryphone,9620.99,5.04,Gądów-Popowice Południowe,Fabryczna
2070,primary,agency,477000.0,55.92,3,,ground_floor,3.0,silikat,full_ownership,block,to_completion,"balcony, garage, lift",plastic,urban,entryphone,8530.04,6.12,Oporów,Fabryczna
2071,secondary,agency,489000.0,47.1,3,2016.0,ground_floor,4.0,other,full_ownership,block,unknown,"balcony, basement, lift",plastic,boiler_room,"closed_area, entryphone, monitoring, roller_shutters",10382.17,10.62,Pracze Odrzańskie,Fabryczna
2072,secondary,agency,1399999.0,95.5,3,2017.0,floor_3,3.0,unknown,full_ownership,block,unknown,"balcony, garage, two_storey",plastic,urban,entryphone,14659.68,4.73,Krzyki-Partynice,Krzyki
2073,secondary,agency,585000.0,49.9,2,1956.0,floor_1,4.0,unknown,full_ownership,tenement,unknown,0,plastic,urban,entryphone,11723.45,0.56,Stare Miasto,Stare Miasto
2074,secondary,agency,445000.0,50.33,3,1980.0,floor_2,4.0,other,full_ownership,block,ready_to_use,"balcony, basement",wooden,urban,entryphone,8841.65,3.98,Karłowice-Różanka,Psie Pole
2075,secondary,agency,459000.0,54.4,2,1983.0,ground_floor,10.0,unknown,full_ownership,block,ready_to_use,0,plastic,urban,0,8437.5,5.26,Nowy Dwór,Fabryczna
2076,secondary,agency,699000.0,72.0,4,1935.0,floor_2,2.0,brick,full_ownership,unknown,unknown,"garden, two_storey",plastic,gas,entryphone,9708.33,5.67,Sołtysowice,Psie Pole
2077,secondary,agency,440000.0,34.0,1,1962.0,floor_3,4.0,concrete,full_ownership,infill,unknown,basement,plastic,urban,entryphone,12941.18,1.91,Ołbin,Śródmieście
2078,primary,agency,522897.0,60.2,3,,floor_2,4.0,unknown,full_ownership,block,to_completion,"balcony, garage, lift",plastic,urban,entryphone,8686.0,3.98,Krzyki-Partynice,Krzyki
2079,secondary,agency,889900.0,82.0,3,2007.0,floor_3,3.0,unknown,full_ownership,block,unknown,"balcony, basement, garage",plastic,urban,entryphone,10852.44,6.39,Klecina,Krzyki
2080,secondary,agency,480000.0,40.0,2,1982.0,floor_1,4.0,concrete_plate,co_operative_ownership_with_a_land_and_mortgage_registe,block,ready_to_use,basement,plastic,urban,"anti_burglary_door, entryphone",12000.0,2.65,Huby,Krzyki
2081,primary,agency,469000.0,27.4,1,2024.0,floor_2,6.0,unknown,full_ownership,unknown,unknown,"garage, lift",plastic,urban,monitoring,17116.79,1.24,Ołbin,Śródmieście
2082,primary,agency,393363.0,43.25,2,2024.0,floor_1,4.0,unknown,full_ownership,unknown,unknown,"balcony, garage, lift, separate_kitchen",plastic,urban,entryphone,9095.1,5.94,Jagodno,Krzyki
2083,primary,agency,472000.0,28.7,2,2024.0,floor_3,6.0,unknown,full_ownership,unknown,unknown,"balcony, garage, lift",plastic,urban,monitoring,16445.99,0.91,Stare Miasto,Stare Miasto
2084,secondary,agency,469000.0,38.07,2,2023.0,floor_5,7.0,unknown,full_ownership,unknown,unknown,"balcony, garage, lift",plastic,urban,"alarm, closed_area, entryphone",12319.41,1.55,Nadodrze,Śródmieście
2085,primary,agency,774999.0,64.91,4,2023.0,floor_6,7.0,unknown,unknown,unknown,unknown,"balcony, garage, lift, separate_kitchen",plastic,urban,0,11939.59,2.78,Ołbin,Śródmieście
2086,primary,agency,499900.0,38.7,2,2023.0,ground_floor,6.0,unknown,unknown,apartment,unknown,"balcony, garage, garden, lift, terrace",plastic,urban,"alarm, entryphone",12917.31,1.14,Nadodrze,Śródmieście
2087,primary,agency,657433.0,53.0,3,2023.0,floor_2,6.0,unknown,unknown,apartment,unknown,"balcony, garage, lift",plastic,urban,"alarm, entryphone",12404.4,1.08,Nadodrze,Śródmieście
2088,primary,agency,484000.0,38.06,2,2022.0,floor_5,8.0,unknown,full_ownership,unknown,unknown,"balcony, garage, lift, separate_kitchen",plastic,urban,0,12716.76,2.09,Szczepin,Stare Miasto
2089,secondary,agency,499000.0,53.0,3,1970.0,floor_3,4.0,concrete_plate,full_ownership,block,unknown,"balcony, basement, separate_kitchen, usable_room",unknown,urban,0,9415.09,3.86,Muchobór Mały,Fabryczna
2090,secondary,private,395000.0,32.0,1,2012.0,floor_2,3.0,other,full_ownership,block,ready_to_use,"balcony, garage",plastic,gas,"closed_area, entryphone",12343.75,5.3,Muchobór Wielki,Fabryczna
2091,primary,agency,529714.0,67.48,4,,floor_2,3.0,unknown,unknown,unknown,unknown,"balcony, garage, lift, terrace",unknown,unknown,0,7849.94,7.74,Bieńkowice,Krzyki
2092,primary,agency,439201.0,51.61,3,,floor_2,3.0,unknown,unknown,unknown,unknown,"balcony, garage, lift, terrace",unknown,unknown,0,8510.0,7.74,Bieńkowice,Krzyki
2093,primary,agency,575558.0,73.79,4,,floor_1,3.0,unknown,unknown,unknown,unknown,"balcony, garage, lift, terrace",unknown,unknown,0,7799.95,7.74,Bieńkowice,Krzyki
2094,primary,agency,413122.0,48.38,3,,floor_1,3.0,unknown,unknown,unknown,unknown,"balcony, garage, lift, terrace",unknown,unknown,0,8539.11,7.74,Bieńkowice,Krzyki
2095,primary,agency,377810.0,44.25,2,,floor_2,3.0,unknown,unknown,unknown,unknown,"balcony, garage, lift, terrace",unknown,unknown,0,8538.08,7.74,Bieńkowice,Krzyki
2096,primary,agency,385762.0,45.18,2,,floor_1,3.0,unknown,unknown,unknown,unknown,"balcony, garage, lift, terrace",unknown,unknown,0,8538.34,7.74,Bieńkowice,Krzyki
2097,secondary,agency,479999.0,30.0,1,2012.0,floor_3,6.0,unknown,full_ownership,unknown,unknown,balcony,unknown,unknown,0,15999.97,1.63,Przedmieście Oławskie,Krzyki
2098,secondary,agency,649000.0,69.14,3,2022.0,floor_4,4.0,unknown,full_ownership,block,to_completion,"garage, lift, terrace, two_storey, usable_room",plastic,unknown,"anti_burglary_door, entryphone",9386.75,5.93,Jagodno,Krzyki
2099,secondary,agency,750000.0,53.75,2,2022.0,floor_3,3.0,reinforced_concrete,full_ownership,block,ready_to_use,"air_conditioning, balcony, garage, lift, usable_room",plastic,urban,"anti_burglary_door, entryphone, monitoring",13953.49,5.27,Krzyki-Partynice,Krzyki
2100,secondary,agency,625000.0,57.0,3,2023.0,floor_3,4.0,unknown,full_ownership,block,ready_to_use,"balcony, garage, lift",plastic,unknown,"anti_burglary_door, entryphone",10964.91,7.77,Lipa Piotrowska,Psie Pole
2101,secondary,agency,459000.0,48.0,2,1980.0,floor_5,10.0,concrete_plate,co_operative_ownership,block,ready_to_use,"basement, lift, separate_kitchen, usable_room",unknown,urban,0,9562.5,7.87,Psie Pole-Zawidawie,Psie Pole
2102,secondary,agency,579500.0,61.0,3,1970.0,floor_1,6.0,breezeblock,full_ownership,block,unknown,"balcony, basement, separate_kitchen, usable_room",unknown,urban,0,9500.0,4.57,Gądów-Popowice Południowe,Fabryczna
2103,secondary,agency,499000.0,39.0,2,2018.0,floor_1,4.0,breezeblock,full_ownership,apartment,ready_to_use,"balcony, garage, lift",plastic,urban,"anti_burglary_door, closed_area, entryphone, monitoring, roller_shutters",12794.87,4.91,Księże,Krzyki
2104,secondary,agency,559000.0,67.23,3,2013.0,floor_4,4.0,silikat,full_ownership,block,ready_to_use,"balcony, lift",plastic,urban,entryphone,8314.74,10.45,Pracze Odrzańskie,Fabryczna
2105,secondary,agency,540000.0,51.56,2,2010.0,floor_1,1.0,unknown,full_ownership,apartment,unknown,"balcony, garage",unknown,boiler_room,"closed_area, entryphone",10473.24,5.78,Krzyki-Partynice,Krzyki
2106,secondary,agency,499000.0,55.3,2,1930.0,floor_1,4.0,unknown,full_ownership,tenement,to_renovation,0,wooden,gas,entryphone,9023.51,0.58,Stare Miasto,Stare Miasto
2107,secondary,agency,699000.0,76.1,3,2001.0,floor_4,5.0,other,co_operative_ownership,block,to_renovation,"balcony, basement, garage",plastic,urban,"entryphone, roller_shutters",9185.28,5.78,Biskupin-Sępolno-Dąbie-Bartoszowice,Śródmieście
2108,secondary,agency,660000.0,47.37,2,2013.0,floor_4,6.0,unknown,full_ownership,apartment,unknown,"air_conditioning, balcony, garage, lift",plastic,urban,"entryphone, monitoring",13932.87,2.89,Powstańców Śląskich,Krzyki
2109,secondary,agency,699000.0,58.8,2,2014.0,floor_1,2.0,other,full_ownership,apartment,unknown,"basement, garage, terrace",wooden,urban,"anti_burglary_door, closed_area, entryphone, monitoring, roller_shutters",11887.76,4.91,Księże,Krzyki
2110,secondary,agency,660000.0,62.45,3,2017.0,floor_1,4.0,other,full_ownership,block,unknown,"balcony, lift",plastic,boiler_room,"closed_area, entryphone",10568.45,10.97,Leśnica,Fabryczna
2111,secondary,agency,489000.0,31.34,1,2018.0,floor_1,11.0,other,full_ownership,block,ready_to_use,lift,plastic,urban,entryphone,15603.06,2.55,Powstańców Śląskich,Krzyki
2112,primary,agency,699400.0,53.8,3,2023.0,ground_floor,5.0,other,full_ownership,apartment,to_completion,"balcony, basement, garage, garden, lift",plastic,urban,"anti_burglary_door, entryphone, monitoring, roller_shutters",13000.0,1.14,Nadodrze,Śródmieście
2113,primary,agency,862000.0,79.7,4,2023.0,floor_4,7.0,other,full_ownership,apartment,unknown,"garage, lift",plastic,urban,"closed_area, entryphone, monitoring",10815.56,1.8,Ołbin,Śródmieście
2114,secondary,agency,765000.0,74.22,3,2015.0,floor_3,3.0,unknown,full_ownership,apartment,ready_to_use,"air_conditioning, balcony, basement, garage, separate_kitchen, usable_room",plastic,urban,"anti_burglary_door, entryphone, monitoring",10307.19,5.38,Krzyki-Partynice,Krzyki
2115,secondary,agency,524000.0,60.0,3,1920.0,ground_floor,3.0,unknown,full_ownership,tenement,ready_to_use,basement,plastic,electrical,0,8733.33,5.88,Brochów,Krzyki
2116,secondary,agency,524000.0,60.0,3,,ground_floor,2.0,unknown,unknown,unknown,unknown,0,unknown,unknown,0,8733.33,5.88,Brochów,Krzyki
2117,secondary,agency,269000.0,22.6,1,1990.0,floor_9,10.0,concrete_plate,co_operative_ownership,block,ready_to_use,0,plastic,urban,0,11902.65,4.03,Kleczków,Psie Pole
2118,primary,agency,674926.0,68.71,2,2022.0,ground_floor,2.0,unknown,full_ownership,unknown,ready_to_use,"balcony, garage, garden, two_storey",plastic,unknown,0,9822.82,4.91,Księże,Krzyki
2119,primary,agency,513420.0,51.6,3,,floor_3,4.0,unknown,unknown,unknown,unknown,"balcony, garage, lift, usable_room",unknown,urban,0,9950.0,6.14,Oporów,Fabryczna
2120,secondary,agency,384999.0,41.58,1,1900.0,floor_2,4.0,brick,unknown,tenement,to_renovation,"basement, garage",unknown,gas,0,9259.24,1.26,Nadodrze,Śródmieście
2121,secondary,agency,489990.0,55.1,2,1986.0,floor_9,10.0,unknown,full_ownership,block,ready_to_use,"balcony, basement, garage, lift, separate_kitchen, usable_room",unknown,urban,0,8892.74,6.64,Pilczyce-Kozanów-Popowice Północne,Fabryczna
2122,secondary,agency,699010.0,52.55,2,2021.0,floor_8,8.0,unknown,full_ownership,block,ready_to_use,lift,unknown,unknown,monitoring,13301.81,1.28,Przedmieście Świdnickie,Stare Miasto
2123,secondary,agency,519100.0,48.4,3,,floor_3,4.0,unknown,full_ownership,block,ready_to_use,"balcony, basement, separate_kitchen",unknown,urban,0,10725.21,2.0,Szczepin,Stare Miasto
