,MARKET_TYPE,USER_TYPE,PRICE,AREA,ROOMS_NUM,BUILD_YEAR,FLOOR_NUMBER,BUILDING_FLOORS_NUM,BUILDING_MATERIAL,BUILDING_OWNERSHIP,BUILDING_TYPE,CONSTRUCTION_STATUS,EXTRAS_TYPES,WINDOWS_TYPE,HEATING,SECURITY_TYPES,PRICE_PER_M2,DISTANCE_FROM_CITY_CENTER_KM,RESIDENTIAL_AREA,DISTRICT
3442,primary,agency,650646.0,89.67,4,2023.0,floor_1,4.0,silikat,full_ownership,block,to_completion,"balcony, garage, garden, lift",plastic,urban,"anti_burglary_door, entryphone, monitoring",7256.01,6.27,Jagodno,Krzyki
3443,primary,developer,438844.0,44.78,2,2022.0,floor_3,3.0,unknown,unknown,unknown,to_completion,"balcony, lift",unknown,unknown,entryphone,9800.0,5.67,Klecina,Krzyki
3444,secondary,private,569999.0,43.0,2,2014.0,floor_1,5.0,unknown,full_ownership,block,ready_to_use,"balcony, garage, lift",plastic,urban,entryphone,13255.79,3.44,Karłowice-Różanka,Psie Pole
3445,primary,agency,386000.0,27.12,1,,floor_2,4.0,other,full_ownership,apartment,unknown,"balcony, garage, lift",unknown,urban,"anti_burglary_door, closed_area, entryphone, monitoring",14233.04,5.83,Nowy Dwór,Fabryczna
3446,primary,agency,554566.0,42.87,2,2023.0,floor_1,10.0,other,full_ownership,apartment,unknown,"balcony, garage, lift, usable_room",unknown,urban,"anti_burglary_door, closed_area, entryphone, monitoring",12935.99,3.54,Grabiszyn-Grabiszynek,Fabryczna
3447,primary,agency,459672.0,43.82,2,2022.0,floor_2,2.0,other,full_ownership,block,unknown,"lift, terrace",unknown,urban,0,10490.0,6.56,Swojczyce-Strachocin-Wojnów,Psie Pole
3448,primary,agency,603348.0,57.54,3,2022.0,ground_floor,2.0,other,full_ownership,block,unknown,"garage, garden, lift, terrace",unknown,urban,0,10485.71,6.56,Swojczyce-Strachocin-Wojnów,Psie Pole
3449,primary,agency,475000.0,53.0,3,2022.0,floor_1,4.0,brick,full_ownership,block,to_completion,"balcony, garage, lift",plastic,urban,"anti_burglary_door, entryphone",8962.26,6.39,Jagodno,Krzyki
3450,secondary,private,525000.0,39.0,2,2016.0,ground_floor,4.0,silikat,full_ownership,block,ready_to_use,"garden, lift, terrace",plastic,urban,"anti_burglary_door, closed_area, entryphone, monitoring",13461.54,5.13,Krzyki-Partynice,Krzyki
3451,secondary,agency,467900.0,53.4,2,1975.0,floor_1,3.0,other,full_ownership,block,ready_to_use,"balcony, basement, separate_kitchen, usable_room",plastic,urban,0,8762.17,4.81,Biskupin-Sępolno-Dąbie-Bartoszowice,Śródmieście
3452,secondary,agency,519000.0,54.0,3,1979.0,floor_2,10.0,concrete_plate,co_operative_ownership_with_a_land_and_mortgage_registe,block,unknown,"balcony, basement, lift, separate_kitchen, usable_room",unknown,urban,0,9611.11,2.99,Szczepin,Stare Miasto
3453,primary,agency,388000.0,49.21,2,,floor_2,2.0,unknown,full_ownership,unknown,unknown,"balcony, garage, usable_room",plastic,boiler_room,entryphone,7884.58,7.44,Psie Pole-Zawidawie,Psie Pole
3454,primary,agency,346000.0,43.87,2,2023.0,floor_2,2.0,unknown,full_ownership,unknown,unknown,"balcony, garage, usable_room",unknown,boiler_room,entryphone,7886.94,7.44,Psie Pole-Zawidawie,Psie Pole
3455,primary,developer,639899.0,69.63,3,2022.0,floor_2,4.0,silikat,full_ownership,block,to_completion,"balcony, garage, lift, usable_room",plastic,urban,"anti_burglary_door, entryphone, roller_shutters",9189.99,6.51,Kuźniki,Fabryczna
3456,primary,agency,757000.0,76.0,5,2023.0,floor_2,3.0,other,unknown,block,unknown,"balcony, garage, lift",unknown,urban,"anti_burglary_door, entryphone, monitoring",9960.53,6.19,Muchobór Wielki,Fabryczna
3457,primary,agency,547000.0,59.2,3,2023.0,floor_1,3.0,other,unknown,block,unknown,"balcony, garage, lift",unknown,urban,"anti_burglary_door, entryphone, monitoring",9239.86,6.19,Muchobór Wielki,Fabryczna
3458,primary,agency,393000.0,49.8,3,,floor_2,2.0,unknown,unknown,unknown,unknown,"balcony, garage, usable_room",unknown,unknown,entryphone,7891.57,7.44,Psie Pole-Zawidawie,Psie Pole
3459,secondary,agency,435000.0,42.0,2,1979.0,floor_6,10.0,unknown,full_ownership,block,ready_to_use,"balcony, basement, separate_kitchen",plastic,urban,entryphone,10357.14,5.14,Gądów-Popowice Południowe,Fabryczna
3460,primary,agency,702354.0,62.58,3,2019.0,floor_3,3.0,unknown,full_ownership,block,to_completion,"garage, lift",unknown,gas,monitoring,11223.3,5.95,Krzyki-Partynice,Krzyki
3461,secondary,private,399999.0,47.0,2,,floor_3,4.0,brick,full_ownership,tenement,ready_to_use,"basement, separate_kitchen",plastic,electrical,entryphone,8510.62,1.26,Nadodrze,Śródmieście
3462,secondary,agency,630000.0,60.02,2,,floor_1,4.0,breezeblock,full_ownership,block,unknown,"garage, lift, terrace",plastic,urban,"anti_burglary_door, entryphone",10496.5,5.88,Krzyki-Partynice,Krzyki
3463,primary,agency,489090.0,42.1,2,2023.0,floor_3,4.0,unknown,unknown,apartment,to_completion,"balcony, basement, garage, lift",plastic,urban,0,11617.34,3.44,Zacisze-Zalesie-Szczytniki,Śródmieście
3464,primary,agency,573598.0,51.1,3,2023.0,floor_3,4.0,unknown,unknown,apartment,to_completion,"balcony, basement, garage, lift",plastic,urban,0,11225.01,3.44,Zacisze-Zalesie-Szczytniki,Śródmieście
3465,primary,agency,599528.0,55.9,3,2023.0,floor_1,4.0,unknown,unknown,apartment,to_completion,"balcony, basement, garage, lift",plastic,urban,0,10725.01,3.44,Zacisze-Zalesie-Szczytniki,Śródmieście
3466,primary,agency,527310.0,48.6,2,2023.0,floor_2,4.0,unknown,unknown,apartment,to_completion,"balcony, basement, garage, lift",plastic,urban,0,10850.0,3.44,Zacisze-Zalesie-Szczytniki,Śródmieście
3467,primary,agency,492830.0,44.2,2,2023.0,floor_1,4.0,unknown,unknown,apartment,to_completion,"balcony, basement, garage, lift",plastic,urban,0,11150.0,3.44,Zacisze-Zalesie-Szczytniki,Śródmieście
3468,primary,agency,563983.0,52.1,3,2023.0,floor_1,4.0,unknown,unknown,apartment,to_completion,"balcony, basement, garage, lift",plastic,urban,0,10825.01,3.44,Zacisze-Zalesie-Szczytniki,Śródmieście
3469,secondary,agency,757900.0,42.12,2,2022.0,floor_2,6.0,unknown,full_ownership,block,ready_to_use,"air_conditioning, balcony, garage, lift",aluminium,urban,entryphone,17993.83,1.81,Ołbin,Śródmieście
3470,secondary,agency,650000.0,48.0,2,2022.0,floor_5,6.0,silikat,full_ownership,block,unknown,"balcony, lift",plastic,urban,"entryphone, monitoring",13541.67,5.04,Polanowice-Poświętne-Ligota,Psie Pole
3471,primary,developer,312461.0,25.66,1,2023.0,floor_3,6.0,reinforced_concrete,full_ownership,apartment,ready_to_use,"balcony, lift",plastic,gas,"alarm, anti_burglary_door, entryphone, monitoring",12176.97,5.83,Krzyki-Partynice,Krzyki
3472,secondary,agency,377000.0,66.9,3,1910.0,floor_4,5.0,unknown,full_ownership,tenement,ready_to_use,0,unknown,urban,0,5635.28,8.95,Żerniki,Fabryczna
3473,primary,agency,993767.0,101.55,4,2024.0,floor_1,1.0,breezeblock,full_ownership,ribbon,to_completion,"air_conditioning, balcony, garage",plastic,urban,"alarm, anti_burglary_door, closed_area, entryphone, monitoring",9785.99,3.76,Tarnogaj,Krzyki
3474,secondary,agency,1340000.0,68.0,3,2015.0,floor_2,2.0,unknown,full_ownership,block,ready_to_use,"air_conditioning, balcony, garage, two_storey, usable_room",plastic,other,"anti_burglary_door, entryphone, monitoring",19705.88,6.46,Ołtaszyn,Krzyki
3475,secondary,agency,720000.0,49.71,2,,floor_4,4.0,brick,full_ownership,unknown,unknown,lift,plastic,urban,"alarm, closed_area, entryphone",14484.01,1.05,Stare Miasto,Stare Miasto
3476,primary,agency,467294.0,54.53,3,2023.0,floor_3,5.0,breezeblock,full_ownership,apartment,to_completion,"air_conditioning, balcony, basement, garage, lift, usable_room",plastic,urban,"alarm, anti_burglary_door, closed_area, entryphone, monitoring",8569.48,3.76,Tarnogaj,Krzyki
3477,primary,agency,500525.0,59.29,4,2023.0,floor_2,5.0,breezeblock,full_ownership,apartment,to_completion,"air_conditioning, balcony, basement, garage, lift, usable_room",plastic,urban,"alarm, anti_burglary_door, closed_area, entryphone, monitoring",8441.98,3.76,Tarnogaj,Krzyki
3478,primary,agency,337076.0,30.28,2,2023.0,floor_3,5.0,breezeblock,full_ownership,apartment,to_completion,"air_conditioning, balcony, basement, garage, lift, usable_room",plastic,urban,"alarm, anti_burglary_door, closed_area, entryphone, monitoring",11131.97,3.76,Tarnogaj,Krzyki
3479,primary,developer,494909.0,46.21,2,2024.0,ground_floor,2.0,unknown,full_ownership,unknown,unknown,0,unknown,unknown,"closed_area, entryphone",10710.0,5.01,Wojszyce,Krzyki
3480,secondary,agency,595000.0,54.1,3,1985.0,floor_5,10.0,unknown,full_ownership,unknown,ready_to_use,"balcony, basement",plastic,unknown,0,10998.15,3.83,Osobowice-Rędzin,Psie Pole
3481,secondary,agency,970000.0,95.44,4,2012.0,floor_2,2.0,unknown,unknown,block,to_completion,lift,unknown,unknown,"closed_area, entryphone, monitoring",10163.45,5.67,Krzyki-Partynice,Krzyki
3482,secondary,agency,919000.0,52.0,3,,floor_3,3.0,brick,full_ownership,tenement,ready_to_use,"air_conditioning, basement, two_storey",plastic,urban,"anti_burglary_door, entryphone",17673.08,0.22,Stare Miasto,Stare Miasto
3483,primary,private,449999.0,80.0,5,2022.0,floor_1,1.0,cellular_concrete,full_ownership,apartment,to_completion,"balcony, garage, two_storey",plastic,gas,closed_area,5624.99,7.59,Jagodno,Krzyki
3484,secondary,agency,775000.0,39.5,2,2022.0,floor_4,6.0,unknown,full_ownership,apartment,unknown,"air_conditioning, balcony, garage, lift",plastic,urban,entryphone,19620.25,1.81,Ołbin,Śródmieście
3485,secondary,agency,329900.0,21.5,1,1950.0,ground_floor,4.0,brick,full_ownership,tenement,ready_to_use,"separate_kitchen, usable_room",plastic,urban,entryphone,15344.19,2.0,Szczepin,Stare Miasto
3486,secondary,agency,395000.0,54.0,2,1930.0,floor_3,4.0,brick,full_ownership,tenement,ready_to_use,"basement, separate_kitchen",unknown,electrical,entryphone,7314.81,3.44,Zacisze-Zalesie-Szczytniki,Śródmieście
3487,primary,developer,606267.0,77.57,2,2023.0,floor_2,2.0,unknown,full_ownership,block,to_completion,"balcony, two_storey",plastic,urban,0,7815.74,8.44,Maślice,Fabryczna
3488,primary,developer,462672.0,36.0,2,2024.0,floor_2,2.0,unknown,unknown,unknown,unknown,"garage, separate_kitchen",unknown,unknown,"closed_area, entryphone",12852.0,5.01,Wojszyce,Krzyki
3489,primary,agency,378000.0,26.0,1,2022.0,floor_1,3.0,brick,full_ownership,apartment,to_completion,"balcony, garage, lift",wooden,urban,"alarm, anti_burglary_door, entryphone",14538.46,1.34,Przedmieście Oławskie,Krzyki
3490,primary,developer,579634.0,55.5,3,2024.0,ground_floor,2.0,unknown,full_ownership,unknown,to_completion,"garden, lift",unknown,unknown,0,10443.86,7.79,Żerniki,Fabryczna
3491,secondary,private,435000.0,35.5,2,1980.0,floor_4,10.0,reinforced_concrete,co_operative_ownership,block,ready_to_use,"balcony, basement, lift, usable_room",plastic,urban,entryphone,12253.52,5.85,Pilczyce-Kozanów-Popowice Północne,Fabryczna
3492,secondary,agency,510000.0,40.0,2,1973.0,floor_4,4.0,concrete_plate,full_ownership,block,unknown,"basement, separate_kitchen",plastic,urban,"anti_burglary_door, entryphone",12750.0,1.63,Powstańców Śląskich,Krzyki
3493,secondary,agency,440000.0,48.35,2,,floor_1,2.0,brick,unknown,unknown,ready_to_use,"basement, separate_kitchen",plastic,unknown,anti_burglary_door,9100.31,5.41,Pilczyce-Kozanów-Popowice Północne,Fabryczna
3494,secondary,agency,575000.0,45.21,2,2013.0,floor_6,7.0,silikat,full_ownership,apartment,ready_to_use,"balcony, lift",plastic,urban,"anti_burglary_door, entryphone, monitoring",12718.43,3.76,Tarnogaj,Krzyki
3495,secondary,private,465000.0,52.34,2,2010.0,floor_2,3.0,other,full_ownership,block,ready_to_use,"balcony, garage, separate_kitchen, usable_room",plastic,boiler_room,"anti_burglary_door, closed_area, entryphone",8884.22,9.21,Psie Pole-Zawidawie,Psie Pole
3496,secondary,agency,729000.0,64.0,2,1910.0,floor_2,4.0,brick,co_operative_ownership_with_a_land_and_mortgage_registe,tenement,ready_to_use,basement,unknown,gas,entryphone,11390.62,2.22,Ołbin,Śródmieście
3497,primary,agency,495543.0,52.3,2,2023.0,floor_3,3.0,other,unknown,block,unknown,"balcony, garage, lift",unknown,urban,"anti_burglary_door, entryphone, monitoring",9475.01,6.19,Muchobór Wielki,Fabryczna
3498,primary,agency,799537.0,62.9,3,2022.0,floor_7,9.0,other,full_ownership,apartment,unknown,"balcony, garage, lift",unknown,urban,"anti_burglary_door, entryphone, monitoring",12711.24,1.94,Szczepin,Stare Miasto
3499,primary,agency,462990.0,36.6,2,2024.0,floor_2,4.0,other,full_ownership,block,unknown,"balcony, garage, lift, usable_room",unknown,urban,0,12650.0,4.34,Krzyki-Partynice,Krzyki
3500,primary,developer,837549.0,96.27,4,2022.0,ground_floor,3.0,unknown,unknown,unknown,to_completion,"balcony, garage, garden, lift, two_storey",unknown,unknown,entryphone,8700.0,5.67,Klecina,Krzyki
3501,primary,agency,462668.0,48.63,2,2022.0,floor_2,2.0,other,full_ownership,block,unknown,"garage, lift",unknown,urban,"anti_burglary_door, entryphone, monitoring",9514.04,9.61,Psie Pole-Zawidawie,Psie Pole
3502,secondary,agency,699900.0,47.2,3,1980.0,floor_4,10.0,concrete_plate,full_ownership,block,ready_to_use,"basement, lift",unknown,urban,0,14828.39,3.76,Tarnogaj,Krzyki
3503,secondary,private,944820.0,104.98,3,,floor_4,4.0,brick,full_ownership,tenement,ready_to_use,basement,plastic,gas,0,9000.0,0.91,Stare Miasto,Stare Miasto
3504,secondary,agency,630000.0,42.06,2,2017.0,floor_2,4.0,silikat,full_ownership,apartment,to_completion,"balcony, lift, terrace, usable_room",unknown,urban,0,14978.6,5.85,Krzyki-Partynice,Krzyki
3505,secondary,agency,663000.0,76.2,3,,floor_1,5.0,brick,full_ownership,tenement,ready_to_use,"balcony, basement, separate_kitchen, usable_room",plastic,gas,"anti_burglary_door, entryphone",8700.79,2.19,Ołbin,Śródmieście
3506,secondary,agency,499000.0,54.0,3,2021.0,floor_3,3.0,unknown,unknown,block,unknown,"balcony, lift, separate_kitchen",unknown,unknown,0,9240.74,8.93,Swojczyce-Strachocin-Wojnów,Psie Pole
3507,secondary,agency,1387000.0,84.96,3,2022.0,floor_3,7.0,unknown,full_ownership,apartment,unknown,"balcony, lift",plastic,urban,alarm,16325.33,1.1,Stare Miasto,Stare Miasto
3508,secondary,agency,750000.0,53.75,2,2022.0,floor_3,3.0,unknown,full_ownership,unknown,ready_to_use,"garage, usable_room",plastic,unknown,0,13953.49,5.34,Krzyki-Partynice,Krzyki
3509,secondary,agency,699000.0,66.45,3,2006.0,floor_3,4.0,breezeblock,full_ownership,block,unknown,"air_conditioning, balcony, basement, lift",unknown,urban,entryphone,10519.19,2.86,Huby,Krzyki
3510,secondary,agency,712000.0,73.21,4,1980.0,floor_1,4.0,concrete_plate,full_ownership,block,unknown,"balcony, basement",plastic,urban,entryphone,9725.45,5.62,Gądów-Popowice Południowe,Fabryczna
3511,primary,developer,664932.0,69.59,3,2024.0,floor_2,2.0,unknown,unknown,unknown,unknown,garage,unknown,unknown,"closed_area, entryphone",9554.99,5.01,Wojszyce,Krzyki
3512,primary,developer,432143.0,32.59,1,2022.0,floor_4,4.0,unknown,unknown,tenement,to_completion,0,unknown,urban,entryphone,13259.99,1.36,Przedmieście Świdnickie,Stare Miasto
3513,secondary,agency,449000.0,40.0,2,1980.0,ground_floor,4.0,unknown,full_ownership,block,ready_to_use,basement,wooden,urban,"anti_burglary_door, entryphone",11225.0,3.05,Kleczków,Psie Pole
3514,secondary,agency,770000.0,69.0,3,2013.0,floor_3,3.0,unknown,full_ownership,block,ready_to_use,"garage, separate_kitchen",plastic,unknown,"anti_burglary_door, entryphone",11159.42,4.03,Kleczków,Psie Pole
3515,secondary,agency,750000.0,50.38,2,2022.0,ground_floor,3.0,unknown,full_ownership,unknown,ready_to_use,"garage, garden, terrace, usable_room",plastic,unknown,0,14886.86,5.34,Krzyki-Partynice,Krzyki
3516,secondary,agency,528000.0,54.0,3,1960.0,floor_3,4.0,brick,full_ownership,tenement,ready_to_use,0,plastic,electrical,"anti_burglary_door, entryphone",9777.78,1.76,Ołbin,Śródmieście
3517,secondary,agency,485000.0,52.0,2,2013.0,floor_1,4.0,unknown,full_ownership,block,unknown,balcony,plastic,urban,0,9326.92,10.81,Pracze Odrzańskie,Fabryczna
3518,secondary,agency,550000.0,45.0,2,,floor_6,10.0,unknown,full_ownership,unknown,unknown,"balcony, basement, lift",plastic,urban,entryphone,12222.22,3.44,Zacisze-Zalesie-Szczytniki,Śródmieście
3519,secondary,agency,430000.0,43.0,2,2014.0,floor_2,3.0,unknown,full_ownership,unknown,ready_to_use,"balcony, garage",plastic,gas,entryphone,10000.0,5.36,Ołtaszyn,Krzyki
3520,secondary,agency,749000.0,61.01,3,2015.0,floor_1,1.0,other,full_ownership,apartment,unknown,balcony,plastic,unknown,"closed_area, entryphone",12276.68,4.03,Kleczków,Psie Pole
